SKU ,DESCRIÇÃO ,FAMILIA 
1931100,7.50-17CTL 121/116L 10 -CT52,TRUCK
1936700,325/95R24TL 162/160KM+S Diam FG88,TRUCK
1936800,325/95R24TL 162/160KDiam TG88,TRUCK
2047900,11.00R22TT 152/149D TQ99,TRUCK
2048700,12R22.5TL 152/148LM+S FG85,TRUCK
2054800,265/70R19.5TL 140/138M TR:01,TRUCK
2079311,235/75R17.5TL 132/130M FR85,TRUCK
2079600,275/70R22.5TL 148/145J MC95,TRUCK
2137500,11R22.5TL 148/145K(0) FG85,TRUCK
2147200,225/70R19.5TL 128/126L M+S MC45,TRUCK
2147300,215/75R17.5TL 126/124MAM * FR85,TRUCK
2148200,285/70R19.5TL 146/144L FR:01,TRUCK
2191500,275/80R22.5TL 149/146LM+S FG:01,TRUCK
2191600,275/80R22.5TL 149/146LM+S TG:01,TRUCK
2191610,275/80R22.5TL 149/146LM+S TG:01,TRUCK
2191700,10.00R20VANGUARDTT146/143L(0)F,TRUCK
2191800,10.00R20TT 146/143K(0) TG85,TRUCK
2193100,13R22.5TL 156/150KM+S FG:01,TRUCK
2193102,13R22.5TL 156/150KM+S FG:01,TRUCK
2193105,13R22.5TL 156/150KM+S FG:01,TRUCK
2193110,13R22.5TL 156/150KM+S FG:01,TRUCK
2193200,13R22.5TL 156/150K TG:01,TRUCK
2193202,13R22.5TL 156/150K TG:01,TRUCK
2193210,13R22.5TL 156/150K TG:01,TRUCK
2193300,295/80R22.5TL 152/148LM+S FG:0,TRUCK
2193302,295/80R22.5TL 152/148LM+S FG:0,TRUCK
2193400,295/80R22.5TL 152/148LM+S TG:01,TRUCK
2193402,295/80R22.5TL 152/148LM+S TG:01,TRUCK
2193410,295/80R22.5TL 152/148LM+S TG:01,TRUCK
2244700,215/75R17.5*TL 126/124MM+S MC4,TRUCK
2256500,275/80R22.5TL 149/146M FR:01,TRUCK
2256502,275/80R22.5TL 149/146M FR:01,TRUCK
2256510,275/80R22.5TL 149/146M FR:01,TRUCK
2256511,275/80R22.5TL 149/146M FR:01,TRUCK
2256512,275/80R22.5TL 149/146M FR:01,TRUCK
2262600,295/80R22.5(*)TL152/148M18 F.DRII,TRUCK
2262700,275/80R22.5(*)TL149/146M16 F.DRII,TRUCK
2282100,13R22.5TL 156/150F 18 TQ:01,TRUCK
2313300,215/75R17.5TL 126/124L F.DRII,TRUCK
2313400,275/80R22.5TL 149/146M STDA R,TRUCK
2314100,295/80R22.5TL 152/148M STDA R,TRUCK
2330700,295/80R22.5TL 152/148M F.STEE,TRUCK
2330800,9.00R20TT 140/137L F.DRII,TRUCK
2330900,12R22.5TL 152/148M F.DRII,TRUCK
2342700,385/65R22.5TL160K(158L)FRT ST:,TRUCK
2343800,275/80R22.5TL 149/146MM+S TR:01,TRUCK
2343810,275/80R22.5TL 149/146MM+S TR:01,TRUCK
2343900,295/80R22.5TL 152/148M FR:01,TRUCK
2343902,295/80R22.5TL 152/148M FR:01,TRUCK
2343910,295/80R22.5TL 152/148M FR:01,TRUCK
2343911,295/80R22.5TL 152/148M FR:01,TRUCK
2344000,295/80R22.5TL 152/148MM+S* TR:01,TRUCK
2344002,295/80R22.5TL 152/148MM+S* TR:01,TRUCK
2344010,295/80R22.5TL 152/148MM+S* TR:,TRUCK
2368500,7.50-16CTT 116/114L 10 -AS22,TRUCK
2382500,295/80R22.5TL 152/148M F.TRII,TRUCK
2393502,295/80R22.5TL 152/148M FH:01,TRUCK
2393510,295/80R22.5TL 152/148M FH:01,TRUCK
2406702,315/80R22.5 156/150L (154M) EN*FH: 01,TRUCK
2406705,315/80R22.5156/150L(154M)EN*FH:01,TRUCK
2416102,275/80R22.5TL 149/146M FH:01,TRUCK
2416200,315/80R22.5TL156/150L(154M) FH:01,TRUCK
2416202,315/80R22.5TL156/150L(154M) FH:01,TRUCK
2416210,315/80R22.5TL156/150L(154M) FH,TRUCK
2416600,385/65R22.5TL160K(158L)M+S(+)AP05,TRUCK
2433000,275/80R22.5149/146J(152E)M+SMC:01,TRUCK
2433002,275/80R22.5149/146J(152E)M+SMC,TRUCK
2433011,275/80R22.5149/146J(152E)M+SMC,TRUCK
2438800,7.50R16TT 121/120L 12 FR85,TRUCK
2438900,7.50R16TT 121/120L 12 FG85,TRUCK
2454400,11R22.5TL 148/145M FH:01,TRUCK
2458300,295/80R22.5TL 152/148MM+S TH:0,TRUCK
2458600,11R22.5TL 148/145L FR:01,TRUCK
2458602,11R22.5TL 148/145L FR:01,TRUCK
2458610,11R22.5TL 148/145L FR:01,TRUCK
2458612,11R22.5TL 148/145L FR:01,TRUCK
2458700,11R22.5TL 148/145L TR:01,TRUCK
2458712,11R22.5TL 148/145L TR:01,TRUCK
2458800,12R22.5TL 152/148M* FR:01,TRUCK
2458810,12R22.5TL 152/148M* FR:01,TRUCK
2459000,215/75R17.5TL 126/124MM+S MC:01,TRUCK
2459010,215/75R17.5TL 126/124MM+S MC:01,TRUCK
2459011,215/75R17.5TL 126/124MM+S MC:01,TRUCK
2459012,215/75R17.5TL 126/124MM+S MC:01,TRUCK
2459200,12R22.5TL 152/148KM+S FG:01,TRUCK
2459210,12R22.5TL 152/148KM+S FG:01,TRUCK
2459212,12R22.5TL 152/148KM+S FG:01,TRUCK
2459300,12R22.5TL 152/148K TG:01,TRUCK
2459600,12.00R20TT 154/150G(156F) TQ:01,TRUCK
2460600,215/75R17.5TL 126/124KM+S FG:01,TRUCK
2460610,215/75R17.5TL 126/124KM+S FG:01,TRUCK
2460612,215/75R17.5TL 126/124KM+S FG:01,TRUCK
2477300,275/70R22.5TL 148/145L FR:01,TRUCK
2477302,275/70R22.5TL 148/145L FR:01,TRUCK
2477310,275/70R22.5TL 148/145L FR:01,TRUCK
2481700,235/75R17.5TL 132/130M FR:01,TRUCK
2481702,235/75R17.5TL 132/130M FR:01,TRUCK
2481711,235/75R17.5TL 132/130M FR:01,TRUCK
2483200,275/70R22.5TL 148/145J MC:01,TRUCK
2487100,315/80R22.5TL 156/150K TG:01,TRUCK
2524900,7.50-16TT 121/120J 12 -LD45,TRUCK
2525000,9.00-20TT 140/137J 14 -LD45,TRUCK
2525100,10.00-20TT 146/143J 16 -LD45,TRUCK
2527800,215/75R17.5TL 135/133JFRT M+S ST:01,TRUCK
2546500,295/80R22.5TL 152/148MAM* FH85,TRUCK
2546800,9.00R20TT 140/137K FG:01,TRUCK
2547000,11.00R22TT 151/148K FG:01,TRUCK
2547100,11.00R22TT 151/148K TG:01,TRUCK
2547200,10.00R20TT 146/143K FG:01,TRUCK
2547210,10.00R20TT 146/143K FG:01,TRUCK
2547300,10.00R20TT 146/143K TG:01,TRUCK
2574700,14.00R20MLTL 164/160G PS22,TRUCK
2575000,365/80R20MPTTL 152K PS22,TRUCK
2606700,385/65R22.5160K(158L)FRTM+SST:01P,TRUCK
2634500,12R22.5TL 152/148M* F.DRII,TRUCK
2672300,215/75R17.5TL 126/124M*AM FR85,TRUCK
2672400,295/80R22.5152/148LM+S PLUS FG:01,TRUCK
2672402,295/80R22.5152/148LM+S PLUS FG:01,TRUCK
2672410,295/80R22.5152/148LM+S PLUS FG:01,TRUCK
2672411,295/80R22.5152/148LM+S PLUS FG:01,TRUCK
2672500,275/80R22.5149/146LM+S PLUS FG:01,TRUCK
2672502,275/80R22.5149/146LM+S PLUS FG:01,TRUCK
2672510,275/80R22.5149/146LM+S PLUS FG:01,TRUCK
2682600,275/80R22.5TL 149/146M FR88,TRUCK
2682610,275/80R22.5TL 149/146M FR88,TRUCK
2682612,275/80R22.5TL 149/146M FR88,TRUCK
2682700,295/80R22.5TL 152/148M FR88,TRUCK
2682710,295/80R22.5TL 152/148M FR88,TRUCK
2682712,295/80R22.5TL 152/148M FR88,TRUCK
2682800,295/80R22.5TL 152/148M TR88,TRUCK
2682811,295/80R22.5TL 152/148M TR88,TRUCK
2682900,10.00R20TT 146/143K FR:01,TRUCK
2683100,11.00R22TT 151/148K FR:01,TRUCK
2683200,11.00R22TT 151/148K TR:01,TRUCK
2683300,9.00R20TT 140/137L FR:01,TRUCK
2688600,295/80R22.5TL 152/148LM+S F.DRG,TRUCK
2694100,295/75R22.5TL 149/146ML.H. FH:,TRUCK
2694200,295/75R22.5TL 149/146ML.H. TH:01,TRUCK
2719200,275/80R22.5TL 149/146L F.DRG,TRUCK
2800600,245/70R19.5TL 136/134M* FR:01,TRUCK
2800800,275/80R22.5149/146J152EM+SPLMC:01,TRUCK
2800802,275/80R22.5149/146J152EM+SPLMC:01,TRUCK
2800810,275/80R22.5149/146J152EM+SPLMC:01,TRUCK
2800812,275/80R22.5149/146J152EM+SPLMC:01,TRUCK
2800900,295/80R22.5152/148J154EM+SPLMC:01,TRUCK
2800902,295/80R22.5152/148J154EM+SPLMC:01,TRUCK
2800910,295/80R22.5152/148J154EM+SPLMC:01,TRUCK
2801600,11R24.5TL 149/146KPLUS FG85,TRUCK
2801605,11R24.5TL 149/146KPLUS FG85,TRUCK
2801700,11R24.5TL 149/146KPLUS TG85,TRUCK
2801705,11R24.5TL 149/146KPLUS TG85,TRUCK
2809000,245/40R20 99V XL r-f W240s2,TRUCK
2849500,11R22.5TL 148/145K* FG85,TRUCK
2849502,11R22.5TL 148/145K* FG85,TRUCK
2849505,11R22.5TL 148/145K* FG85,TRUCK
2849512,11R22.5TL 148/145K* FG85,TRUCK
2849600,11R22.5TL 148/145K* TG85,TRUCK
2867900,235/75R17.5TL 132/130MM+SPLUSTR85,TRUCK
2922700,275/80R22.5TL 149/146MM+S TR88,TRUCK
2922800,10.00R20TT 146/143KM+S F.DRG,TRUCK
3042600,295/75R22.5TL 149/146MM+S PENT-D,TRUCK
3060900,295/80R22.5TL 152/148M FH88,TRUCK
3103600,235/75R17.5TL 132/130K FG:01,TRUCK
3103610,235/75R17.5TL 132/130K FG:01,TRUCK
3115200,295/75R22.5TL 149/146M F.NXRA,TRUCK
3115205,295/75R22.5TL 149/146M F.NXRA,TRUCK
3118700,315/80R22.5TL 156/150L(154M)M+S FR:01s,TRUCK
3118702,315/80R22.5156/150L(154M)MSFR:01S,TRUCK
3118705,315/80R22.5156/150L(154M)MSFR:01S,TRUCK
3118712,315/80R22.5TL 156/150L(154M)M+S FR:01s,TRUCK
3146700,11R24.5TL 149/146MM+S* D-H89,TRUCK
3150400,11R24.5TL 149/146MM+S(*) FR85,TRUCK
3150405,11R24.5TL 149/146MM+S(*) FR85,TRUCK
3150500,11R24.5TL 149/146MM+S(*) TR85,TRUCK
3150600,11R22.5TL 148/145MM+S AMARANTO(*) TH88,TRUCK
3151000,11R22.5TL 144/142MFRT M+S(*) T-H89,TRUCK
3151005,11R22.5TL 144/142MFRT M+S(*) T-H89,TRUCK
3158500,305/75R24.5TL 154/149M(*) FH75,TRUCK
3158600,305/75R24.5TL 154/149LM+S(*) TH75,TRUCK
3167300,245/70R19.5TL 136/134MM+S * FR:01,TRUCK
3167400,265/70R19.5TL 140/138MM+S FR:01,TRUCK
3198600,295/80R22.5TL 152/148MM+S* TR:01s,TRUCK
3198800,315/80R22.5TL 156/150L(154M)M+S* TR:01s,TRUCK
3198900,235/75R17.5TL 143/141J(144F)FRTM+S*ST:01,TRUCK
3243900,11.00R22TT 150/146KM+S FG88,TRUCK
3244000,295/80R22.5TL 152/148LM+S FG88,TRUCK
3244010,295/80R22.5TL 152/148LM+S FG88,TRUCK
3244012,295/80R22.5TL 152/148LM+S FG88,TRUCK
3249800,12R22.5TL 152/148M* FR:01s,TRUCK
3249802,12R22.5TL 152/148M* FR:01S,TRUCK
3249810,12R22.5TL 152/148M* FR:01s,TRUCK
3249812,12R22.5TL 152/148M* FR:01s,TRUCK
3249813,12R22.5TL 152/148M* FR:01s,TRUCK
3249900,12R22.5*TL 152/148MM+S TR:01s,TRUCK
3249912,12R22.5*TL 152/148MM+S TR:01s,TRUCK
3249913,12R22.5*TL 152/148MM+S TR:01s,TRUCK
3263600,295/75R22.5TL 149/146M H89,TRUCK
3263602,295/75R22.5TL 149/146M H89,TRUCK
3263700,295/75R22.5TL 144/141MFRT T-H89,TRUCK
3263800,11R22.5TL 144/142MM+S D-H89,TRUCK
3263900,11R22.5TL 146/143M H89,TRUCK
3263905,11R22.5TL 146/143M H89,TRUCK
3271700,11R22.5TL 146/143L 16 R89,TRUCK
3271705,11R22.5TL 146/143L 16 R89,TRUCK
3271712,11R22.5TL 146/143L 16 R89,TRUCK
3271800,11R22.5TL 146/143L 16M+S R89 D,TRUCK
3353100,295/80R22.5TL 152/148MM+S A.ProS,TRUCK
3353200,275/80R22.5TL 149/146MM+S A.ProS,TRUCK
3446200,295/80R22.5TL 154/149MEXT M+S * FR:01s,TRUCK
3446202,295/80R22.5TL 154/149MEXT M+S * FR:01S,TRUCK
3446205,295/80R22.5TL 154/149MEXT M+S * FR:01S,TRUCK
3458700,315/80R22.5TL 156/150L(154M)M+S ANTEOS,TRUCK
3458702,315/80R22.5TL 156/150L(154M)M+S ANTEOS,TRUCK
3458705,315/80R22.5TL 156/150L (154M) M+S ANTEOS,TRUCK
3458800,315/80R22.5TL 156/150L(154M)M+S ANTEOD,TRUCK
3462300,295/75R22.5TL 149/146L 16M+S R89 D,TRUCK
3462412,11R24.5TL 149/146L 16 R89,TRUCK
3462500,11R24.5TL 149/146L 16M+S R89CSD,TRUCK
3495800,295/80R22.5TL 152/148LM+S TG88,TRUCK
3616800,7.50-16TT 116/114L 10 -CT52,TRUCK
3620600,295/80R22.5TL 152/148MM+S A.ProD,TRUCK
3642500,275/80R22.5TL 149/146LM+S FG88,TRUCK
3642510,275/80R22.5TL 149/146LM+S FG88,TRUCK
3642512,275/80R22.5TL 149/146LM+S FG88,TRUCK
3642600,275/80R22.5TL 149/146LM+S TG88,TRUCK
3642700,11.00R22TT 150/146KM+S TG88,TRUCK
3755800,295/75R22.5TL 149/146L 16PLUS H89,TRUCK
3756000,295/75R22.5TL 144/141L 14M+S PLUS D-H89,TRUCK
3756105,11R22.5TL 146/143L 16PLUS H89,TRUCK
3756112,11R22.5TL 146/143L 16PLUS H89,TRUCK
3756200,11R22.5TL 144/142L 14M+S PLUS D-H89,TRUCK
3756300,295/75R22.5TL 144/141L 14M+S D-H94,TRUCK
3763500,14.00R20POR MLTL 164/160GM+S PS22,TRUCK
3763800,365/80R20POR MPTTL 152KM+S PS22,TRUCK
3765600,325/95R24PORTL 162/160F(164B)M+S TQ:01,TRUCK
3765700,325/95R24TL 162/160KM+S FG88,TRUCK
3765800,325/95R24TL 162/160KM+S TG88,TRUCK
3768500,285/70R19.5TL 146/144LM+S* FR:01,TRUCK
3791500,295/80R22.5TL 152/148MM+S T.E48S,TRUCK
3791600,275/80R22.5TL 149/146MM+S T.E48S,TRUCK
3791700,295/80R22.5TL 152/148MM+S T.NRS1,TRUCK
3791800,275/80R22.5TL 149/146MM+S T.NRS1,TRUCK
3847300,225/70R19.5TL 128/126N M+S R89,TRUCK
3847400,225/70R19.5TL 128/126NM+S R89 D,TRUCK
3848300,295/75R22.5TL 149/146M 16 N.AP79,TRUCK
3848305,295/75R22.5TL 149/146M 16 N.AP79,TRUCK
3848400,295/75R22.5TL 149/146M 16M+S N.D79,TRUCK
3848500,11R22.5TL 146/143M 16 N.AP79,TRUCK
3848505,11R22.5TL 146/143M 16 N.AP79,TRUCK
3848512,11R22.5TL 146/143M 16 N.AP79,TRUCK
3848600,11R22.5TL 146/143M 16M+S N.D79,TRUCK
3848700,11R24.5TL 149/146M 16 N.AP79,TRUCK
3848712,11R24.5TL 149/146M 16 N.AP79,TRUCK
3848800,11R24.5TL 149/146M 16M+S N.D79,TRUCK
3864700,13R22.5TL 156/150KM+S FG:01s,TRUCK
3864710,13R22.5TL 156/150KM+S FG:01s,TRUCK
3864712,13R22.5TL 156/150KM+S FG:01s,TRUCK
3864800,13R22.5TL 156/150KM+S TG:01s,TRUCK
3864810,13R22.5TL 156/150KM+S TG:01s,TRUCK
3893900,295/80R22.5TL 152/148M S.STEE,TRUCK
3894000,295/80R22.5TL 152/148M S.TRAC,TRUCK
3894100,295/80R22.5TL 152/148LM+S S.OOM,TRUCK
3894200,275/80R22.5TL 149/146M S.STEE,TRUCK
3894300,275/80R22.5TL 149/146LM+S S.OOM,TRUCK
3894400,11.00R22TT 150/146L S.STEE,TRUCK
3894500,11.00R22TT 150/146KM+S S.OOM,TRUCK
3894600,10.00R20TT 146/143L S.STEE,TRUCK
3894700,10.00R20TT 146/143KM+S S.OOM,TRUCK
3894900,215/75R17.5TL 126/124L S.STEE,TRUCK
3901400,385/65R22.5TL 164K(158L)FRT MS HL R02PTP,TRUCK
3924300,275/80R22.5TL 149/146MM+S A.R70S,TRUCK
3924400,295/80R22.5TL 152/148MM+S A.R70S,TRUCK
3936800,385/65R22.5TL 164K(158L)M+S HL G02PM,TRUCK
3946500,8.25-20TT 133/131J 14 A.AT65,TRUCK
3946600,9.00-20TT 140/137J 14 A.AT65,TRUCK
3946700,10.00-20TT 146/143J 16 A.AT65,TRUCK
3946800,11.00-20TT 149/145J 16 A.AT65,TRUCK
3946900,11.00-22TT 150/146J 16 A.AT65,TRUCK
3947000,12.00-20TT 154/149J 18 A.AT65,TRUCK
3947100,9.00-20TT 140/137J 14 A.AT59,TRUCK
3947200,10.00-20TT 146/143J 16 A.AT59,TRUCK
3947300,11.00-22TT 150/146J 16 A.AT59,TRUCK
3947400,11.00-20TT 149/145J 16 A.AP22,TRUCK
3947500,12.00-20TT 154/149J 18 A.AP22,TRUCK
3947600,7.00-16CTT 113/112L 10 A.AT59,TRUCK
3947700,7.00-16CTT 117/116L 12 A.AT59,TRUCK
3947800,7.50-16CTT 116/114L 10 A.AT59,TRUCK
3947900,6.50-16CTT 98/97L 6 A.AP22,TRUCK
3948000,7.50-16CTT 121/120J 12 A.AP22,TRUCK
3948100,7.50-16CTT 122/118J 14 A.AP22,TRUCK
3948200,6.50-16CTT 108/107L 10 A.AT52,TRUCK
3948300,7.00-16CTT 113/112L 10 A.AT52,TRUCK
3948400,7.50-16CTT 116/114L 10 A.AT52,TRUCK
3948500,7.50-16CTT 121/120J 12 A.AT52,TRUCK
3948600,7.50-16CTL 116/114L 10 A.AT52,TRUCK
3948700,7.00-15C TT 111/109L 10 A.AT52,TRUCK
3948800,7.50-16CTT 122/118J 14 A.AT52,TRUCK
3948900,7.50-17CTL 121/116L 10 A.AT52,TRUCK
3949000,6.50-16CTT 108/107L 10 A.AT06,TRUCK
3949100,7.50-16CTT 112/110L 8 A.AT85,TRUCK
3950100,275/80R22.5TL 149/146MM+S A.ProD,TRUCK
3951000,275/80R22.5TL 149/146MM+S A.R70D,TRUCK
3951100,295/80R22.5TL 152/148MM+S A.R70D,TRUCK
3951200,275/80R22.5TL 149/146MM+S T.E48D,TRUCK
3951300,295/80R22.5TL 152/148MM+S T.E48D,TRUCK
3954600,14.9-24TT 8(R1) A.VA,TRUCK
4141700,315/80R22.5TL 156/150L(154M) FH:01K,TRUCK
4141800,315/80R22.5TL 156/150L(154M) M+S TH:01K,TRUCK
4175600,12R22.5TL 152/148K M+S PLUS FG:01,TRUCK
4175610,12R22.5TL 152/148K M+S PLUS FG:01,TRUCK
4175612,12R22.5TL 152/148K M+S PLUS FG:01,TRUCK
